Department  ,Division,Position Title,Employee Status,Initial Hire Date,Date in Position,Fair Labor Standards Act (FLSA) ,Base Salary
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,7/8/07,6/23/10,Nonexempt,30.04
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Captain),State Comp Board Retirement,2/23/98,6/23/07,Exempt,"109,843.96"
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,4/20/24,4/20/24,Nonexempt,22.38
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,11/8/15,11/8/15,Nonexempt,27.91
Sheriff and Jail,Judicial - Sheriff and Jail,Fiscal Manager - SC,State Comp Board Retirement,2/16/99,8/30/99,Exempt,"91,608.64"
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,7/13/24,7/13/24,Nonexempt,22.31
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),State Comp Board Retirement,5/8/16,5/8/16,Nonexempt,30.18
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,8/23/98,9/28/19,Nonexempt,27.91
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,10/8/22,3/23/24,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Secretary II,State Comp Board Retirement,9/1/82,2/1/20,Nonexempt,26.45
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Sergeant),State Comp Board Retirement,5/11/12,7/8/13,Nonexempt,32.39
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,4/8/15,4/8/15,Nonexempt,27.91
Sheriff and Jail,Judicial - Sheriff and Jail,Secretary II,State Comp Board Retirement,1/1/94,7/15/23,Nonexempt,24.59
Sheriff and Jail,Judicial - Sheriff and Jail,Network Engineer - SC,State Comp Board Retirement,10/21/23,10/21/23,Nonexempt,31.33
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Lieutenant),State Comp Board Retirement,7/23/07,7/23/07,Nonexempt,39.97
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,11/23/02,11/23/02,Nonexempt,34.79
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Lieutenant),State Comp Board Retirement,7/8/08,7/8/08,Nonexempt,39.97
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,2/25/23,2/25/23,Nonexempt,24.62
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,10/10/20,11/18/23,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Property Technician - SC,State Comp Board Retirement,9/23/09,8/13/22,Nonexempt,21.66
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,11/24/18,11/24/18,Nonexempt,26.49
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,11/19/22,11/19/22,Nonexempt,24.62
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),State Comp Board Retirement,11/23/08,11/23/08,Nonexempt,33.29
Sheriff and Jail,Judicial - Sheriff and Jail,HR Administrator - SC,State Comp Board Retirement,8/13/22,8/13/22,Exempt,"96,731.62"
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,7/2/12,7/8/13,Nonexempt,30.04
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,5/8/14,5/8/14,Nonexempt,27.91
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,7/13/24,7/13/24,Nonexempt,22.31
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,5/8/08,10/12/17,Nonexempt,30.04
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),State Comp Board Retirement,10/13/18,10/13/18,Nonexempt,30.94
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),State Comp Board Retirement,4/8/15,4/8/15,Nonexempt,30.94
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,10/10/20,4/23/22,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Civilian Court Security,Constitutional OfficePart-time,7/26/71,1/15/15,Nonexempt,24.84
Sheriff and Jail,Judicial - Sheriff and Jail,Facilities Manager - SC,State Comp Board Retirement,11/23/07,11/23/07,Exempt,"94,313.34"
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Lieut Col),State Comp Board Retirement,6/20/94,5/15/96,Exempt,"133,019.30"
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,10/28/96,10/28/96,Nonexempt,37.45
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Captain),State Comp Board Retirement,11/15/95,5/15/96,Exempt,"112,590.06"
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,3/12/22,3/12/22,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Public Affairs Officer,State Comp Board Retirement,4/10/21,4/10/21,Exempt,"76,753.53"
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,12/8/13,8/26/23,Nonexempt,28.51
Sheriff and Jail,Judicial - Sheriff and Jail,Payroll & Benefits Coordinator,State Comp Board Retirement,2/1/88,4/22/17,Nonexempt,29.43
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Sergeant),State Comp Board Retirement,9/29/03,9/29/03,Nonexempt,36.61
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,7/13/24,7/13/24,Nonexempt,24.62
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,8/23/16,8/23/16,Nonexempt,27.91
Sheriff and Jail,Judicial - Sheriff and Jail,Inmate Classif Specialist,State Comp Board Retirement,7/24/95,5/15/96,Nonexempt,32.16
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,1/8/15,1/8/15,Nonexempt,27.91
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Captain),State Comp Board Retirement,1/8/04,1/8/04,Exempt,"104,613.08"
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Sergeant),State Comp Board Retirement,7/23/14,7/23/14,Nonexempt,34.01
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,7/8/15,7/8/15,Nonexempt,27.91
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Sergeant),State Comp Board Retirement,1/8/04,8/23/15,Nonexempt,39.4
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,9/7/21,4/20/24,Nonexempt,24.62
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,12/9/17,12/9/17,Nonexempt,27.23
Sheriff and Jail,Judicial - Sheriff and Jail,Records Clerk,State Comp Board Retirement,10/30/21,10/30/21,Nonexempt,21.26
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Sergeant),State Comp Board Retirement,12/8/00,12/8/00,Nonexempt,39.4
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,10/30/21,10/30/21,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,9/15/18,9/15/18,Nonexempt,27.23
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,11/19/22,11/19/22,Nonexempt,24.62
Sheriff and Jail,Judicial - Sheriff and Jail,Civilian Court Security,Constitutional OfficePart-time,8/13/96,9/25/21,Nonexempt,20.65
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Sergeant),State Comp Board Retirement,8/23/16,8/23/16,Nonexempt,31.6
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),State Comp Board Retirement,7/8/03,7/8/03,Nonexempt,34.13
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,10/8/80,8/18/18,Nonexempt,32.33
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,8/24/24,8/24/24,Nonexempt,22.31
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,5/26/18,5/26/18,Nonexempt,27.23
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Sergeant),State Comp Board Retirement,5/8/08,5/8/08,Nonexempt,36.61
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,8/28/21,8/28/21,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,7/15/23,7/15/23,Nonexempt,24.01
Sheriff and Jail,Judicial - Sheriff and Jail,Public Relations Assistant-SC,State Comp Board Retirement,9/4/80,7/8/17,Nonexempt,24.92
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,5/21/22,5/21/22,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,1/16/21,1/16/21,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,6/8/13,6/8/13,Nonexempt,27.91
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),State Comp Board Retirement,8/23/15,8/23/15,Nonexempt,30.94
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,1/29/22,1/29/22,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Civilian Court Security,Constitutional OfficePart-time,10/16/72,9/15/18,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,2/6/17,2/6/17,Nonexempt,27.91
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,8/18/18,8/18/18,Nonexempt,27.23
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,8/17/19,8/17/19,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Sergeant),State Comp Board Retirement,1/22/01,1/22/01,Nonexempt,40.38
Sheriff and Jail,Sheriff - InmateClassification,Inmate Classif Specialist,State Comp Board Retirement,5/20/23,5/20/23,Nonexempt,22.43
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,9/23/23,9/23/23,Nonexempt,24.01
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),State Comp Board Retirement,11/8/02,1/19/19,Nonexempt,34.13
Sheriff and Jail,Judicial - Sheriff and Jail,Property Technician - SC,State Comp Board Retirement,9/21/24,9/21/24,Nonexempt,19.82
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,12/4/21,12/4/21,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,8/23/12,8/23/12,Nonexempt,27.91
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Sergeant),State Comp Board Retirement,5/8/05,5/8/05,Nonexempt,39.4
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),State Comp Board Retirement,6/8/07,6/8/07,Nonexempt,33.29
Sheriff and Jail,Judicial - Sheriff and Jail,Records Clerk,State Comp Board Retirement,2/8/13,2/8/13,Nonexempt,22.84
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,5/21/22,5/21/22,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,12/4/21,12/4/21,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Records Clerk,State Comp Board Retirement,11/8/14,11/8/14,Nonexempt,22.27
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,8/23/13,8/23/13,Nonexempt,27.91
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Sergeant),State Comp Board Retirement,9/5/02,12/8/07,Nonexempt,36.61
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,4/20/24,4/20/24,Nonexempt,22.38
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,8/26/23,9/23/23,Nonexempt,24.01
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,12/5/20,2/7/24,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Sergeant),State Comp Board Retirement,5/8/12,3/9/17,Nonexempt,31.6
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,Constitutional OfficePart-time,9/8/00,12/2/23,Nonexempt,24.62
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,8/23/98,9/28/19,Nonexempt,27.91
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,4/20/24,4/20/24,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),State Comp Board Retirement,12/8/05,12/8/05,Nonexempt,34.13
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),State Comp Board Retirement,9/23/09,9/23/09,Nonexempt,33.29
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),State Comp Board Retirement,7/2/12,2/1/20,Nonexempt,31.71
Sheriff and Jail,Judicial - Sheriff and Jail,Records Clerk,State Comp Board Retirement,7/8/15,7/8/15,Nonexempt,22.27
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Sergeant),State Comp Board Retirement,9/3/02,1/8/16,Nonexempt,32.39
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,12/5/20,12/5/20,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,1/18/20,1/18/20,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,7/16/22,7/16/22,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Civilian Court Security,Constitutional OfficePart-time,9/1/88,5/8/10,Nonexempt,24.36
Sheriff and Jail,Judicial - Sheriff and Jail,Sheriff,State Comp Board Retirement,9/3/85,2/1/17,Exempt,"205,970.38"
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,1/29/22,1/29/22,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,3/8/06,3/8/06,Nonexempt,32.33
Sheriff and Jail,Judicial - Sheriff and Jail,Inmate Classif Specialist,State Comp Board Retirement,5/23/98,5/23/98,Nonexempt,32.45
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,3/23/24,3/23/24,Nonexempt,22.38
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,3/13/17,3/13/17,Nonexempt,27.91
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,11/24/18,11/24/18,Nonexempt,26.49
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,9/23/23,9/23/23,Nonexempt,24.01
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),State Comp Board Retirement,9/21/24,9/21/24,Nonexempt,22.31
Sheriff and Jail,Sheriff's 811 Market Place Prg,811 Food Service Manager,State-Special Proj-Retiremet,5/4/16,5/25/19,Nonexempt,25.59
Sheriff and Jail,Judicial - Sheriff and Jail,Corrections Director,State Comp Board Retirement,11/14/85,1/19/19,Exempt,"105,466.74"
Sheriff and Jail,Judicial - Sheriff and Jail,Civilian Court Security,Constitutional OfficePart-time,10/8/02,9/8/16,Nonexempt,23.89
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,1/16/90,4/20/24,Nonexempt,30.69
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),State Comp Board Retirement,7/23/10,7/8/13,Nonexempt,31.71
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),State Comp Board Retirement,11/9/05,11/9/05,Nonexempt,34.13
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,10/30/21,10/30/21,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),State Comp Board Retirement,1/23/09,1/23/09,Nonexempt,33.29
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),State Comp Board Retirement,3/23/14,3/23/14,Nonexempt,30.94
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Sergeant),State Comp Board Retirement,10/23/03,10/23/03,Nonexempt,36.61
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,8/27/22,8/27/22,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,9/3/13,9/3/13,Nonexempt,27.91
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,1/27/92,2/25/23,Nonexempt,30.69
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Sergeant),State Comp Board Retirement,10/8/94,6/23/08,Nonexempt,42.4
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,4/8/23,4/8/23,Nonexempt,26.49
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,2/25/23,2/25/23,Nonexempt,24.62
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,4/20/24,4/20/24,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,8/23/16,8/23/16,Nonexempt,27.91
Sheriff and Jail,Judicial - Sheriff and Jail,Secretary II,State Comp Board Retirement,2/23/16,2/23/16,Nonexempt,22.92
Sheriff and Jail,Judicial - Sheriff and Jail,Library Assistant - SC,State Comp Board Retirement,7/15/23,7/15/23,Nonexempt,21.4
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),State Comp Board Retirement,8/8/06,8/8/06,Nonexempt,33.29
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),State Comp Board Retirement,3/23/99,3/23/99,Nonexempt,36.73
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Lieutenant),State Comp Board Retirement,8/8/97,8/8/97,Nonexempt,45.16
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),State Comp Board Retirement,8/1/95,5/15/96,Nonexempt,39.53
Sheriff and Jail,Judicial - Sheriff and Jail,Civilian Court Security,Constitutional OfficePart-time,8/21/78,9/25/21,Nonexempt,20.65
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),State Comp Board Retirement,11/27/06,11/27/06,Nonexempt,33.29
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,7/10/95,8/24/24,Nonexempt,30.69
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,9/25/21,9/25/21,Nonexempt,25.23
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),State Comp Board Retirement,4/14/18,2/16/19,Nonexempt,27.23
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Lieutenant),State Comp Board Retirement,8/8/98,7/23/08,Nonexempt,46.29
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Lieut Col),State Comp Board Retirement,9/29/03,11/28/05,Exempt,"117,709.31"
Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,State Comp Board Retirement,5/23/96,8/26/23,Nonexempt,29.22
